acousticness,danceability,duration,energy,instrumentalness,liveness,loudness,mediaid,speechiness,tempo,time_signature,valence
0.879105,0.510141,169.74621,0.338965,2e-06,0.092606,-7.759,1bdxz,0.034609,88.833,4,0.558959
0.762659,0.679333,219.30621,0.634115,3.1e-05,0.148372,-11.344,1bera,0.041734,105.021,5,0.349624
0.000138,0.633701,314.85333,0.759101,0.117716,0.126863,-4.365,1bp6,0.182479,135.063,4,0.310838
0.028907,0.612371,227.77288,0.751339,0.015429,0.074372,-6.295,1bptt,0.031206,124.05,4,0.88339
0.000394,0.404524,223.55955,0.709554,0.027804,0.063579,-6.65,1cjz9,0.031657,140.053,4,0.262086
0.755653,0.749678,205.88957,0.36665,1.1e-05,0.239603,-13.667,1csa5,0.031087,101.394,4,0.571928
0.086412,0.793675,195.81342,0.651973,0.000117,0.088415,-9.101,1d7tj,0.173701,92.008,4,0.838008
0.013374,0.612236,265.82354,0.580485,0.000676,0.102926,-15.55,1ddwn,0.042391,112.095,4,0.605898
0.396381,0.894302,230.70621,0.553193,2.4e-05,0.06184,-8.018,1dfpn,0.030693,113.959,4,0.960079
0.009312,0.487291,332.35955,0.534447,0.001808,0.107852,-7.937,1dwev,0.031934,124.064,4,0.192565
0.001332,0.749914,184.11057,0.304431,0.452212,0.068797,-18.516,1e2kk,0.100951,75.98,4,0.921881
0.021414,0.538657,241.82667,0.824628,0.0,0.09892,-4.829,1e85t,0.043668,87.005,4,0.728269
0.014501,0.657989,271.26966,0.8653,0.492509,0.085762,-5.885,1eahn,0.037083,116.958,4,0.279198
0.00539,0.738203,387.49333,0.702456,0.106507,0.051608,-6.367,1epjs,0.086992,125.947,4,0.345665
0.840098,0.395659,219.89832,0.301525,0.000193,0.202162,-10.733,1espa,0.045618,139.848,4,0.291307
0.001127,0.295947,249.80463,0.93587,0.029434,0.106789,-3.605,1espe,0.034849,175.007,4,0.038612
0.001922,0.702037,249.25995,0.398586,0.862654,0.438673,-16.742,1etbs,0.094391,125.005,4,0.681446
0.619384,0.714983,261.3024,0.570243,1e-06,0.082325,-10.278,1f3cm,0.167725,174.983,4,0.516448
0.00019,0.43893,213.76245,0.747204,0.643654,0.116797,-7.139,1f545,0.06249,126.069,4,0.187485
0.011547,0.601822,261.27955,0.735826,0.061021,0.067195,-5.909,1f5yf,0.087685,168.026,4,0.250956
0.160662,0.570262,127.60771,0.251957,0.816644,0.084632,-16.632,1faj,0.207681,201.873,4,0.972372
0.006551,0.525991,170.34277,0.959082,5.3e-05,0.551208,-3.08,1fg3p,0.161852,170.446,4,0.654583
0.123095,0.717851,204.14939,0.657449,0.0,0.26418,-5.511,1g53y,0.043918,104.977,4,0.247251
0.060926,0.573872,293.19955,0.502499,0.158328,0.129105,-10.235,1g64b,0.032093,111.985,4,0.178081
0.535551,0.647829,228.31955,0.39744,0.002837,0.108379,-10.0,1g6nk,0.040994,141.125,4,0.19855
0.267148,0.656793,196.54621,0.440925,0.926466,0.103737,-9.173,1jgv0,0.220486,119.555,4,0.300323
0.006722,0.582126,177.34671,0.910591,0.821563,0.54909,-2.058,1jphx,0.040849,129.922,4,0.690639
0.075001,0.658029,216.82621,0.591421,0.000175,0.104006,-7.63,1k8g5,0.107201,95.093,4,0.367836
0.012262,0.693115,201.22612,0.806776,1e-06,0.309653,-5.142,1kbc4,0.034642,91.944,4,0.384527
0.770451,0.678455,316.97333,0.423075,0.002475,0.15103,-10.223,1kbzc,0.026522,106.346,4,0.846334
0.014013,0.671639,317.17093,0.924082,0.601315,0.091922,-5.563,1krp8,0.053037,127.981,4,0.039203
0.847324,0.779485,229.37288,0.43484,0.027059,0.086849,-14.554,1krzh,0.062631,101.181,4,0.379523
0.197058,0.508904,246.66621,0.498134,0.874552,0.125477,-10.415,1ks5c,0.078592,90.062,4,0.384228
0.01654,0.369395,228.34621,0.881971,1e-06,0.09787,-4.936,1ks5y,0.053308,141.117,4,0.337518
0.889805,0.595743,220.03955,0.443172,0.840237,0.082699,-9.177,1ksb9,0.025336,110.96,4,0.257915
0.025571,0.538259,224.37673,0.627414,0.0,0.268334,-8.222,1ksca,0.108258,172.432,4,0.772755
0.253515,0.486544,260.62667,0.763648,1.5e-05,0.121787,-5.065,1ksgh,0.036522,152.037,4,0.554027
0.004829,0.645682,323.87955,0.799195,0.000446,0.3609,-5.4,1kzak,0.068206,125.97,4,0.651668
0.001734,0.717205,429.02313,0.634236,0.43213,0.078004,-7.176,1kze6,0.039768,120.004,4,0.569806
0.039626,0.650786,207.29333,0.909419,6e-06,0.093394,-5.786,1m0a7,0.059843,99.963,4,0.876965
0.003252,0.375696,293.57333,0.832032,0.883679,0.092175,-5.057,1m0ab,0.052117,140.158,4,0.135365
0.006374,0.677837,260.02277,0.832267,0.03528,0.925249,-6.718,1m0jt,0.387372,97.928,4,0.815897
0.013887,0.785056,219.1244,0.716413,0.010267,0.124752,-8.413,1m13r,0.03251,124.005,4,0.900486
0.558967,0.621931,178.18444,0.496015,0.047299,0.13227,-7.489,1n80b,0.050459,82.112,4,0.285359
0.068756,0.748821,193.95193,0.489783,0.0,0.644877,-6.651,1zm6w,0.125307,99.054,4,0.328045
0.408718,0.563232,222.43787,0.502965,0.001109,0.421457,-6.759,204ky,0.036826,70.03,4,0.400612
0.001606,0.651673,214.59546,0.475486,0.758827,0.356996,-13.658,204z0,0.064024,175.049,4,0.088562
0.249399,0.72796,212.86667,0.619534,1e-06,0.066744,-4.987,205p1,0.028325,128.036,4,0.626184
0.018901,0.291987,319.50667,0.709899,0.006232,0.0769,-7.322,20cjh,0.045737,119.934,4,0.039225
0.005559,0.46881,296.98667,0.821903,0.197739,0.172228,-6.396,20xm4,0.035728,161.873,4,0.465744
0.025942,0.601754,186.9434,0.86812,0.001045,0.260773,-7.304,21kgk,0.045183,122.008,4,0.430494
0.320351,0.339725,271.38735,0.502191,1.7e-05,0.103617,-8.788,22ejp,0.152768,168.488,5,0.428998
0.883698,0.462851,92.87868,0.325059,0.003118,0.108987,-10.73,22ky1,0.033207,120.134,4,0.259381
0.828538,0.575312,225.83229,0.45487,9.9e-05,0.134437,-7.347,22m21,0.040323,130.019,4,0.495182
0.119381,0.425901,180.22667,0.845079,3.1e-05,0.09699,-6.72,22m26,0.050251,199.93,4,0.681859
0.20845,0.667004,224.88526,0.508324,0.0,0.127339,-8.452,236d7,0.070283,96.985,4,0.429432
0.045309,0.559892,218.16,0.606917,0.0,0.116201,-5.48,236fk,0.028185,120.004,4,0.271239
0.196456,0.606202,367.89991,0.656829,0.822924,0.118815,-5.991,236gd,0.030203,127.998,4,0.563913
0.589214,0.55416,265.49986,0.617163,0.005661,0.928649,-6.759,236kx,0.061184,159.926,4,0.446766
0.389145,0.546825,221.42667,0.405312,0.003868,0.13318,-8.486,2374v,0.027174,97.985,4,0.310897
0.311536,0.698554,345.86907,0.778146,0.524556,0.148958,-7.179,23781,0.046259,128.018,4,0.217069
0.266291,0.644873,194.64,0.599471,0.012809,0.203259,-8.929,237kw,0.071183,129.498,5,0.234954
0.794724,0.55466,251.32363,0.1286,9e-06,0.107854,-19.513,23wf2,0.033816,146.893,4,0.322006
0.06947,0.671357,169.28,0.490971,0.784023,0.166422,-10.607,24s65,0.079021,115.017,4,0.63892
0.575267,0.873857,325.21288,0.356774,0.001047,0.066903,-8.681,24te4,0.361603,98.053,4,0.375223
0.01166,0.444109,333.63252,0.630699,0.665585,0.110097,-11.455,25e7m,0.030966,128.024,4,0.432362
0.868286,0.302758,311.05524,0.310649,0.748458,0.158899,-12.496,25z92,0.028288,169.884,3,0.041872
0.013661,0.286697,171.87955,0.838483,0.002353,0.097195,-7.463,260dr,0.036579,167.507,4,0.474511
0.098346,0.745876,309.24957,0.8829,0.408492,0.334814,-6.706,2651y,0.046152,119.99,4,0.420309
0.022542,0.463998,200.94667,0.714417,2e-06,0.446596,-3.969,26a2r,0.030336,77.996,4,0.579035
0.010971,0.415181,257.16,0.777854,0.0,0.139487,-5.132,26by0,0.087956,135.831,4,0.155606
0.301142,0.707397,281.94785,0.734596,0.90678,0.08709,-10.796,26dqh,0.045251,120.185,4,0.150761
0.017155,0.524853,204.84,0.589018,4e-06,0.484997,-7.125,26khp,0.295742,104.608,3,0.310981
1e-05,0.244276,205.06667,0.9487,1.6e-05,0.118502,1.759,26mqp,0.057434,137.723,4,0.343439
0.000414,0.512985,187.49642,0.764892,0.078501,0.153493,-4.906,26ngg,0.037439,82.965,4,0.616882
0.191195,0.504338,240.95102,0.480493,0.017702,0.295017,-8.75,26px0,0.109205,149.989,4,0.236207
0.979741,0.276877,321.88,0.010036,0.848045,0.130702,-32.893,26qkp,0.035884,102.397,4,0.035366
0.020913,0.339832,260.73596,0.714594,0.258143,0.238546,-5.81,26rsp,0.04361,128.03,4,0.153865
0.056414,0.794018,220.02449,0.679934,0.001164,0.200289,-7.138,26txn,0.03668,118.049,4,0.673763
0.001133,0.50652,270.10667,0.83353,0.000169,0.113596,-3.984,26tye,0.083589,127.918,4,0.427602
0.119626,0.619641,241.49995,0.483476,0.000936,0.106052,-9.931,26w7s,0.107619,97.007,4,0.257349
0.048907,0.590187,214.80444,0.35705,0.000328,0.185797,-18.339,26wg0,0.033364,94.975,4,0.097402
0.714843,0.454793,248.5542,0.283898,1e-06,0.089733,-10.774,26x11,0.032238,133.936,3,0.123735
0.676269,0.761767,396.08218,0.378811,0.863694,0.086407,-11.405,27mzc,0.033949,93.014,4,0.386077
0.084028,0.374612,200.22612,0.817767,0.0,0.056898,-4.031,2b0gs,0.140892,112.887,4,0.331628
0.132752,0.776052,279.64118,0.661869,0.14016,0.032692,-6.332,2c15e,0.04301,118.015,4,0.682258
0.050492,0.507987,215.30621,0.957738,0.000335,0.105943,-3.944,2ywv,0.039871,137.056,4,0.559986
0.587805,0.576544,364.61288,0.458369,0.0,0.087768,-9.704,34d8,0.02997,125.069,4,0.417416
0.017361,0.697146,278.46667,0.779228,0.000672,0.089957,-6.926,3m88,0.038269,138.184,4,0.667372
0.056944,0.313085,306.45651,0.939923,0.0,0.077396,-2.499,45qw,0.058145,162.815,4,0.317603
0.101165,0.774039,222.82621,0.511627,0.0026,0.111528,-9.555,4jcp,0.164622,119.696,4,0.808128
0.023781,0.938364,265.2,0.524705,0.577056,0.119859,-7.174,4t74,0.064593,115.523,4,0.552667
0.018219,0.602366,227.19955,0.936166,7e-06,0.253175,-5.033,5f4j,0.047748,149.872,4,0.846302
0.474662,0.597289,1014.79955,0.501791,0.0,0.362076,-14.144,5fwm,0.378304,96.613,4,0.680467
0.679174,0.312483,224.57333,0.763194,0.004291,0.116174,-6.595,5q52,0.057788,167.886,3,0.844392
0.923114,0.611952,256.33333,0.572646,0.033765,0.112259,-7.314,6fnn,0.029837,109.991,4,0.427778
0.026254,0.570923,265.39955,0.746689,0.002236,0.300269,-6.835,6k70,0.273145,92.816,4,0.635772
0.013005,0.648612,208.46667,0.887531,2e-06,0.08876,-4.807,6ts0,0.029305,100.975,4,0.574396
0.131298,0.257328,335.33288,0.800831,0.035795,0.094459,-4.797,8anb,0.036351,138.489,4,0.297305
0.493115,0.739862,162.17279,0.366863,9e-06,0.232209,-10.541,8fyp,0.033445,103.513,4,0.456298
0.442645,0.521079,210.15955,0.592561,0.000192,0.064819,-6.225,91z5,0.028033,79.907,1,0.31467
0.498013,0.63195,270.74667,0.646185,0.037202,0.152553,-8.249,9726,0.031115,118.655,4,0.454956
0.841954,0.523702,384.86159,0.458779,0.0026,0.81201,-11.996,98wz,0.036205,103.868,4,0.038549
0.640067,0.51054,231.86667,0.499274,0.000828,0.366916,-8.059,9rbd,0.027137,93.852,4,0.452895
0.107459,0.603754,157.85333,0.369631,6e-06,0.342897,-11.968,a1n6,0.029078,152.994,4,0.630183
0.175292,0.852926,216.54621,0.577056,6e-06,0.185268,-5.131,an3p,0.147172,90.967,4,0.587061
0.048323,0.738033,358.69333,0.786068,0.294235,0.101387,-9.07,b1wn,0.036312,121.609,4,0.723885
0.044933,0.541408,273.49333,0.950016,0.846392,0.178834,-6.752,b6t2,0.1017,116.257,4,0.112763
0.114968,0.318915,217.33333,0.890693,1e-06,0.091761,-3.562,bfyh,0.028695,149.068,4,0.383552
0.235318,0.7496,187.05288,0.687265,0.001715,0.143443,-5.791,bj2x,0.028125,118.151,4,0.624999
0.764041,0.583543,224.25333,0.329036,3.7e-05,0.117518,-10.253,c26m,0.048702,199.903,4,0.623836
0.00774,0.76395,220.72,0.761535,0.011374,0.102071,-6.963,c520,0.031508,134.023,4,0.968262
0.174319,0.834256,264.98621,0.91067,0.508009,0.045915,-5.799,c53c,0.07816,127.978,4,0.704628
0.978865,0.681828,401.42626,0.082244,0.372476,0.124959,-22.893,d6gc,0.041391,125.09,4,0.296062
0.029132,0.432809,374.18621,0.943004,0.000529,0.093872,-3.844,e1e5,0.081544,165.087,4,0.424134
0.20281,0.733946,226.80535,0.594529,0.338901,0.109117,-6.905,ec8e,0.027028,103.982,4,0.724482
0.002301,0.676927,221.91955,0.363064,0.0,0.755061,-16.989,eq50,0.285273,87.943,4,0.63394
0.488602,0.227186,257.59955,0.264445,0.350096,0.109757,-8.995,gq27,0.033761,112.239,3,0.103221
0.000828,0.799117,438.67955,0.710313,0.885466,0.078343,-8.605,gzpz,0.046146,121.013,4,0.253667
0.180051,0.820938,237.13288,0.740353,0.389251,0.108792,-4.546,hcr9,0.035323,124.009,4,0.871999
0.98443,0.503201,178.94621,0.015435,0.0,0.176458,-21.616,hv6n,0.052934,92.537,4,0.23404
0.451211,0.74943,200.94639,0.673152,6e-06,0.574402,-7.832,j3n8,0.140897,140.059,4,0.708337
0.004065,0.586612,356.4,0.789725,3.3e-05,0.308354,-5.946,je9g,0.284533,128.981,4,0.184924
0.001379,0.438415,197.17179,0.697821,0.013824,0.146968,-14.637,jgex,0.186251,79.006,4,0.417073
0.000556,0.55016,232.06354,0.606973,0.640115,0.132539,-22.587,jtsc,0.142943,140.737,4,0.137004
0.046065,0.562283,241.97333,0.536108,0.044689,0.096251,-6.874,kabk,0.05617,185.274,4,0.866594
0.109142,0.846279,242.59955,0.623613,0.003262,0.113587,-7.322,kjm4,0.027559,108.972,4,0.804582
0.001028,0.624758,264.94667,0.857086,0.255131,0.06881,-3.918,kq1z,0.031555,123.009,4,0.594582
0.294938,0.647263,260.34621,0.827462,0.112046,0.086712,-6.181,kt7a,0.03232,144.162,4,0.911507
0.099156,0.460636,171.33288,0.792862,0.000485,0.114278,-4.916,mqap,0.03402,103.136,4,0.676577
0.000144,0.22991,258.58621,0.810464,0.001702,0.205535,-7.294,mrhv,0.035626,145.024,4,0.324645
0.393372,0.295982,275.30667,0.446684,0.000925,0.125493,-9.316,mswq,0.030589,82.998,4,0.335885
0.329836,0.817269,183.33415,0.617896,0.0,0.100555,-6.123,mxq0,0.049001,122.003,4,0.839717
0.001201,0.489861,179.51955,0.648815,0.0,0.091861,-16.208,n5pa,0.045709,85.737,4,0.204844
0.817096,0.773688,193.18667,0.090408,0.049284,0.144037,-12.234,n6m3,0.170035,109.976,4,0.098711
0.004158,0.319357,506.90667,0.841251,0.854864,0.139972,-8.473,p6r0,0.036802,170.674,4,0.263518
0.306456,0.482574,597.10621,0.721309,0.952201,0.095954,-7.188,p8gq,0.132708,89.492,4,0.186723
0.317003,0.784355,221.22667,0.539004,0.377016,0.09893,-7.676,p8k5,0.040601,122.53,4,0.962961
0.000969,0.678475,112.53288,0.650388,0.829128,0.055252,-14.098,pdpr,0.048638,111.953,4,0.885636
0.419214,0.574526,337.15955,0.843053,0.19372,0.198199,-8.09,pe12,0.051926,128.129,4,0.281023
0.004691,0.60155,329.34621,0.728256,0.842154,0.049483,-14.611,pr7d,0.034756,103.563,4,0.142371
0.287736,0.815469,327.73333,0.604061,0.807924,0.279724,-14.046,ptrz,0.099059,103.549,4,0.738404
0.320396,0.541185,254.8,0.395107,0.02746,0.092664,-12.611,q3ke,0.029272,130.415,4,0.43166
0.129023,0.714498,193.25342,0.21926,0.325741,0.38822,-16.902,q66h,0.048381,139.994,4,0.941527
0.60481,0.580387,267.54676,0.482534,0.0,0.108635,-6.956,qbbg,0.029753,156.019,4,0.554308
0.019732,0.726263,215.07156,0.30932,1e-06,0.106075,-21.69,qc6a,0.114084,118.042,4,0.74578
0.847022,0.624417,203.94621,0.282709,1e-06,0.670447,-11.234,qdje,0.059411,78.435,4,0.375422
0.75919,0.688683,271.59955,0.869016,0.947409,0.110703,-8.69,qmdh,0.033733,124.961,4,0.807529
0.041796,0.5709,184.13669,0.488007,1.9e-05,0.561144,-17.19,qp90,0.046549,148.516,4,0.740664
0.271205,0.538126,243.15955,0.715836,0.005195,0.081535,-5.592,qp9f,0.028483,159.868,4,0.701788
0.000329,0.547715,361.19465,0.932741,0.034371,0.299011,-6.718,qxfq,0.042668,127.536,4,0.406669
0.334606,0.306489,197.51138,0.866023,0.864143,0.934573,-7.957,r37c,0.154396,202.049,4,0.380007
0.136574,0.726993,193.49297,0.385343,0.016181,0.179199,-12.662,rbgk,0.033606,111.976,4,0.75227
0.003835,0.59759,238.02667,0.795426,1e-06,0.11913,-4.353,rkfh,0.041433,99.898,4,0.670382
0.102962,0.707227,241.73288,0.492295,0.000153,0.158729,-6.723,rknb,0.340595,155.894,4,0.63809
0.061634,0.687813,302.41333,0.733625,0.009648,0.057007,-7.761,rp9h,0.063655,107.993,4,0.386373
0.000488,0.541309,212.04,0.877611,0.034031,0.121415,-5.046,rtw7,0.031004,122.011,4,0.350417
0.076381,0.676726,252.4,0.440578,0.075055,0.092678,-9.922,ry1x,0.030158,90.012,4,0.502127
0.023723,0.628274,212.08757,0.511201,0.000934,0.196554,-16.778,s486,0.054203,97.509,4,0.356965
0.008194,0.836454,154.5922,0.852659,0.883071,0.30998,-7.231,scx3,0.465125,128.868,4,0.674029
0.223425,0.661698,285.99955,0.766173,0.189905,0.352975,-6.433,sh97,0.042608,126.008,4,0.760409
0.031565,0.527977,240.52803,0.710288,9.1e-05,0.114796,-7.647,shb4,0.035422,119.919,4,0.26717
0.010262,0.691377,248.74667,0.825463,0.088026,0.186141,-6.536,shb9,0.034197,113.956,4,0.59776
0.148532,0.759502,200.21288,0.855359,6e-06,0.200488,-3.564,sk35,0.032535,119.722,4,0.969471
0.020212,0.653973,278.79955,0.89551,2.3e-05,0.10964,-7.127,skyq,0.0629,125.657,4,0.718145
0.044398,0.678696,158.13288,0.773683,0.081699,0.124612,-7.663,smgf,0.116063,184.028,4,0.850324
0.769982,0.842484,140.33333,0.368008,0.367158,0.067104,-9.511,sps5,0.084066,141.029,4,0.298596
0.329212,0.145347,395.81288,0.275394,0.921934,0.079085,-8.682,sq3a,0.034968,180.121,3,0.039276
0.422708,0.759971,440.04,0.418541,0.677773,0.272775,-12.757,sqjv,0.034646,95.596,4,0.166283
0.003984,0.891002,245.50667,0.557213,0.059262,0.151998,-5.628,sqnx,0.057944,120.968,4,0.714698
0.041187,0.637535,192.53333,0.604008,0.001109,0.205567,-5.637,sqpk,0.186863,110.004,4,0.661468
0.00884,0.722811,281.0,0.86849,0.006558,0.342639,-6.226,ssda,0.044793,129.987,4,0.610803
0.001714,0.366634,164.62458,0.972522,0.000671,0.263548,-4.672,stqx,0.137475,174.019,4,0.225037
0.002685,0.722695,524.99955,0.677632,0.005745,0.090592,-8.803,syn4,0.087536,127.99,4,0.25587
0.167733,0.516411,240.63955,0.466517,0.000222,0.159903,-17.252,t5hf,0.037855,140.061,4,0.119376
0.001651,0.646092,315.82667,0.71388,0.207424,0.269958,-5.995,t5nj,0.224014,124.019,4,0.349465
0.009327,0.705403,311.28671,0.817802,0.457792,0.05545,-11.103,t6f6,0.038704,119.985,4,0.910578
0.018753,0.743166,297.22621,0.919761,0.457343,0.544927,-3.16,t7ng,0.087713,113.006,4,0.832068
0.045441,0.620518,182.14621,0.755636,0.001,0.084368,-4.858,t7pw,0.1061,175.032,3,0.934024
0.77647,0.622751,166.22667,0.893513,0.093929,0.103125,-6.609,t9w2,0.079779,93.001,4,0.551028
0.784453,0.4479,211.77333,0.316732,0.003064,0.098926,-11.147,t9ws,0.059058,171.768,5,0.253238
0.000615,0.752283,282.51918,0.758524,0.894207,0.056882,-6.337,t9ww,0.094755,123.98,4,0.121929
0.298664,0.525475,224.97814,0.839298,0.000991,0.548889,-8.324,tb9n,0.063339,81.993,4,0.510721
0.070379,0.465853,298.37016,0.401014,0.010449,0.483934,-16.434,tedp,0.03444,111.709,4,0.179327
0.860232,0.755418,186.46667,0.366263,0.06547,0.110565,-13.459,tefc,0.054767,96.317,4,0.645287
0.040622,0.535539,238.89333,0.922325,8.9e-05,0.214277,-6.247,texx,0.066683,121.977,4,0.368406
0.837098,0.710714,217.71955,0.358074,0.014337,0.185793,-12.004,tgsm,0.029046,94.914,4,0.642583
0.04128,0.650658,140.42222,0.729829,0.0,0.692065,-8.185,tjvw,0.189486,97.349,4,0.465951
0.201748,0.626042,276.26621,0.838548,7e-06,0.10625,-8.754,tn1m,0.109944,151.848,4,0.574183
0.274817,0.732831,242.11955,0.653408,0.752323,0.091695,-10.293,tqc7,0.052364,111.263,4,0.712818
0.005701,0.478481,228.5971,0.588336,0.602615,0.097342,-7.655,tvpf,0.028159,149.812,4,0.31006
0.938059,0.618705,277.50667,0.283631,0.774342,0.123157,-15.547,tw2n,0.028586,91.943,4,0.686808
0.008788,0.661831,218.95937,0.857194,0.0,0.371913,-4.039,ty1e,0.103224,127.016,4,0.67778
0.006549,0.620562,525.13288,0.753518,0.015148,0.11664,-8.63,v4va,0.032877,127.991,4,0.375004
0.018937,0.561249,192.24,0.680855,1.8e-05,0.12377,-4.175,vdqj,0.03185,141.699,4,0.751899
0.025829,0.361553,302.68036,0.930988,0.000594,0.197253,-5.542,vjep,0.093814,114.047,4,0.315696
0.000107,0.798122,362.04,0.806894,0.911359,0.042307,-6.84,vm3w,0.061466,128.011,4,0.607521
0.379769,0.308884,173.38621,0.684573,0.0,0.103873,-7.575,vmm7,0.161511,195.106,4,0.880357
0.016604,0.664687,219.73333,0.79306,0.000215,0.112782,-3.888,vz6m,0.030167,135.011,4,0.486309
0.03802,0.576675,186.31955,0.74537,0.00146,0.253149,-6.927,w0q8,0.039152,119.894,4,0.344428
0.241489,0.490425,175.82703,0.502633,0.003281,0.348439,-13.532,w0v7,0.028985,90.04,4,0.440037
0.004243,0.632342,328.69288,0.680007,0.080938,0.969804,-10.744,w1fs,0.041852,109.155,4,0.563438
0.030769,0.603006,231.51129,0.729336,0.116762,0.085365,-8.715,w2xz,0.02803,106.003,4,0.697174
0.095568,0.709823,174.04399,0.421628,0.85669,0.266972,-10.518,w4d2,0.039436,117.947,4,0.962189
0.361235,0.88258,151.05102,0.495759,0.0,0.085926,-6.331,w5r0,0.043262,111.916,4,0.397147
0.056282,0.362833,242.96444,0.485164,3e-06,0.156369,-11.4,w6fn,0.034831,142.91,4,0.290008
0.084988,0.837453,206.73288,0.788643,1e-06,0.32318,-7.095,w7d5,0.138324,119.988,4,0.841418
0.260336,0.480638,207.70621,0.816811,0.0,0.253495,-4.52,wtpm,0.305091,89.037,4,0.38353
0.139188,0.760246,208.16,0.852063,0.889234,0.316949,-7.48,wtrc,0.055668,102.3,4,0.930778
9.1e-05,0.591609,188.99546,0.456041,0.057557,0.221475,-15.527,xbmh,0.029683,110.05,4,0.53736
0.774195,0.470255,324.52,0.536658,0.778094,0.366884,-17.625,xprk,0.054458,121.293,4,0.947704
0.22827,0.610386,156.44689,0.608995,0.578166,0.13709,-6.418,y7dr,0.025301,160.062,4,0.72088
0.005701,0.367169,249.75837,0.518397,0.143258,0.067736,-8.045,yrgg,0.050175,145.9,4,0.069511
0.226384,0.305787,448.65333,0.467145,0.002492,0.120166,-11.461,ywmy,0.028532,149.761,4,0.51997
0.002021,0.672633,313.21556,0.499366,0.025877,0.288232,-20.453,z73x,0.050234,118.012,4,0.590624
0.715248,0.382904,208.2,0.48924,2e-06,0.085565,-8.334,z7wd,0.034343,131.377,4,0.392238
0.098763,0.782625,143.97288,0.533257,5.2e-05,0.055098,-8.896,zrgm,0.052741,128.301,4,0.741363
0.65767,0.798784,175.78621,0.322312,7.1e-05,0.094237,-10.985,zwnr,0.041886,135.091,4,0.9009
